711674049,candidate001
130204799,candidate002
527760767,candidate003
279696459,candidate004
424461975,candidate004
609713010,candidate002
456795296,candidate003
793766780,candidate003
628626210,candidate004
105128413,candidate004
614699797,candidate001
962458006,candidate002
794845595,candidate003
548088395,candidate003
123631908,candidate002
659596507,candidate001
244661040,candidate002
226848710,candidate004
743784540,candidate002
233519635,candidate002
813583275,candidate002
904444478,candidate002
273028076,candidate001
908079289,candidate003
793389124,candidate001
384176935,candidate004
910361471,candidate003
197443114,candidate004
935958162,candidate002
581379420,candidate003
406209036,candidate004
556345571,candidate003
826112859,candidate002
568535216,candidate002
927973655,candidate003
593258961,candidate001
311789604,candidate001
933853164,candidate001
623843255,candidate004
521714281,candidate004
786325987,candidate003
282763241,candidate001
708816128,candidate003
883276298,candidate001
706265385,candidate004
569198054,candidate004
124163078,candidate001
401023778,candidate002
544459772,candidate003
314412220,candidate004
378231649,candidate004
564164898,candidate002
611956983,candidate001
346999321,candidate001
843773463,candidate001
461481200,candidate001
762909753,candidate003
637846473,candidate002
565652955,candidate002
511800133,candidate002
393354665,candidate003
917984888,candidate002
954091220,candidate004
132462768,candidate003
700688115,candidate004
577007609,candidate002
287684985,candidate002
802247222,candidate001
937229100,candidate004
639257949,candidate003
167932354,candidate001
729672207,candidate003
850058531,candidate002
989440943,candidate004
138895455,candidate002
419370344,candidate002
351897454,candidate004
218531416,candidate004
761729073,candidate002
715762360,candidate004
370867581,candidate003
675327783,candidate002
399494521,candidate001
503873599,candidate002
372342009,candidate004
689146625,candidate001
940205195,candidate001
316197860,candidate001
132054277,candidate001
171561092,candidate001
758698683,candidate004
740532681,candidate002
987400436,candidate004
458428419,candidate004
865926738,candidate002
122707758,candidate004
744423954,candidate002
332643356,candidate001
415189620,candidate003
587976013,candidate001
129883137,candidate001
970829057,candidate003
229355628,candidate001
972688558,candidate003
773467159,candidate002
927641169,candidate004
644081824,candidate003
318599921,candidate004
711361582,candidate004
866272575,candidate003
290056505,candidate002
551072186,candidate002
149444483,candidate004
609121788,candidate003
162767465,candidate001
627939204,candidate002
323647896,candidate003
176833639,candidate003
136011767,candidate003
870618234,candidate003
536047660,candidate003
948589133,candidate002
326758235,candidate001
906358768,candidate004
747038432,candidate003
435499333,candidate001
948044033,candidate002
154779839,candidate004
918268311,candidate004
800370939,candidate003
924759965,candidate004
713571648,candidate002
358468196,candidate002
223416864,candidate002
570132376,candidate004
393859972,candidate004
670046281,candidate001
768012519,candidate004
527034661,candidate004
130047542,candidate003
717461903,candidate002
301368710,candidate003
955692572,candidate004
161129283,candidate003
652035186,candidate003
288908246,candidate002
304153248,candidate003
856481668,candidate001
593418933,candidate002
841229082,candidate003
304645946,candidate004
719393342,candidate001
757339039,candidate002
819204726,candidate002
353375929,candidate002
121273433,candidate003
689365324,candidate001
160056303,candidate002
249400973,candidate002
338908873,candidate003
279074355,candidate003
624526813,candidate003
239825724,candidate003
916834686,candidate004
360294350,candidate003
437082589,candidate001
917197791,candidate001
942372039,candidate003
226746103,candidate001
744579429,candidate001
146110602,candidate004
478035310,candidate001
724111407,candidate002
827007644,candidate004
586564666,candidate001
418941637,candidate002
934605521,candidate004
903523212,candidate001
351440332,candidate003
732975811,candidate002
139447408,candidate002
104373806,candidate004
287833405,candidate002
553743757,candidate001
141797476,candidate003
422724466,candidate003
982834991,candidate001
933256426,candidate001
431140296,candidate001
864587061,candidate002
132917800,candidate003
470906335,candidate001
745877867,candidate001
402890003,candidate002
292454771,candidate002
253114994,candidate001
423882123,candidate003
926870331,candidate002
199938349,candidate002
724256273,candidate002
587391851,candidate002
455355434,candidate002
454767867,candidate002
432892878,candidate004
784511578,blank
676172519,candidate003
739991838,blank
204258349,candidate002
787143856,candidate004
933482348,blank
805547722,candidate002
651999970,candidate003
663084168,candidate002
195936625,candidate003
357315942,blank
846395775,candidate003
549280364,blank
930688050,candidate001
879123467,candidate002
786478913,blank
778194285,candidate003
463924175,candidate004
552955519,blank
405838112,candidate004
528156813,candidate001
887863177,candidate002
910832101,candidate001
852236796,candidate001
242827871,candidate004
625118105,candidate004
174765228,candidate004
996184866,blank
997590045,candidate002
126105149,candidate001
838040331,candidate002
264281645,candidate004
372027707,candidate003
931256005,candidate002
551576298,candidate001
753099857,candidate002
697163193,candidate004
213591170,candidate002
561501784,candidate004
254716193,candidate002
671063456,blank
239866586,candidate003
827470079,blank
733989624,candidate001
726275402,candidate001
687821276,blank
361952513,candidate001
100068159,candidate001
245537077,candidate002
800148705,candidate001
212579104,candidate004
783160616,candidate002
511531332,candidate004
327615017,blank
868474679,candidate004
703412773,candidate002
154332536,candidate003
287611949,candidate004
640351752,candidate004
515908621,blank
109735934,candidate001
947834484,candidate002
127810125,blank
258949098,candidate004
282321521,candidate004
133239538,candidate003
825077382,candidate004
592822342,candidate002
961115357,blank
730158669,blank
971347116,candidate002
129237337,candidate004
820126996,candidate003
974747105,candidate004
829302712,candidate001
423172486,candidate002
605155363,blank
937123236,candidate004
586613130,candidate003
796202566,candidate001
601325974,blank
839659775,blank
779344812,candidate001
942194505,candidate001
481976277,candidate003
527080297,candidate003
484187314,candidate003
946761807,blank
336781663,candidate002
127425288,candidate002
999515838,candidate002
231605944,candidate003
193999649,candidate001
732805481,candidate001
115548715,candidate003
910541256,candidate004
132845962,candidate004
735938313,candidate004
731611581,candidate004
152320552,candidate001
379091412,candidate004
569336830,blank
661730385,blank
251923343,blank
726353088,candidate002
509117569,candidate004
514390631,blank
171409817,candidate004
534639909,candidate004
382133210,candidate003
479144079,blank
